Date,Open,High,Low,Close,Volume,Adj Close
2016-10-03,99.019997,99.559998,98.199997,99.43,517700,99.43
2016-09-30,99.120003,100.07,99.07,99.529999,1137500,99.529999
2016-09-29,99.410004,99.489998,97.849998,98.540001,702700,98.540001
2016-09-28,98.730003,99.660004,98.730003,99.550003,534400,99.550003
2016-09-27,97.879997,99.00,97.620003,98.809998,419500,98.809998
2016-09-26,97.739998,98.040001,97.330002,97.650002,380100,97.650002
2016-09-23,98.309998,98.790001,97.959999,98.169998,623300,98.169998
2016-09-22,98.010002,98.730003,97.510002,98.50,547100,98.50
2016-09-21,96.230003,97.980003,96.230003,97.769997,519200,97.769997
2016-09-20,96.730003,96.919998,95.660004,96.010002,412800,96.010002
2016-09-19,95.93,96.910004,95.43,96.050003,469900,96.050003
2016-09-16,96.080002,96.360001,95.489998,95.870003,965200,95.870003
2016-09-15,94.599998,96.389999,94.449997,96.150002,515500,96.150002
2016-09-14,94.589996,95.160004,94.050003,94.580002,744900,94.580002
2016-09-13,95.019997,95.400002,94.419998,94.669998,647900,94.669998
2016-09-12,93.050003,95.720001,93.00,95.459999,642000,95.459999
2016-09-09,96.209999,96.290001,93.620003,93.629997,578900,93.629997
2016-09-08,97.150002,97.480003,96.910004,97.00,410900,97.00
2016-09-07,96.330002,97.449997,96.07,97.269997,562000,97.269997
2016-09-06,96.629997,96.949997,95.889999,96.489998,516300,96.489998
2016-09-02,95.93,96.669998,95.129997,96.410004,699400,96.410004
2016-09-01,96.360001,96.449997,95.279999,95.889999,423300,95.889999
2016-08-31,96.349998,96.510002,95.540001,96.129997,493700,96.129997
2016-08-30,96.080002,96.68,95.910004,96.389999,632400,96.389999
2016-08-29,95.410004,96.309998,95.410004,96.309998,490400,96.309998
2016-08-26,94.910004,95.419998,94.410004,95.370003,455500,95.370003
2016-08-25,94.32,95.330002,93.870003,94.639999,574300,94.639999
2016-08-24,95.010002,95.93,94.239998,94.459999,652500,94.459999
2016-08-23,95.550003,95.599998,95.07,95.07,364300,95.07
2016-08-22,94.300003,95.349998,94.260002,95.220001,583600,95.220001
2016-08-19,93.550003,94.580002,93.360001,94.550003,2638000,94.550003
2016-08-18,93.580002,93.949997,93.419998,93.949997,437000,93.949997
2016-08-17,93.75,94.040001,93.029999,93.709999,661300,93.709999
2016-08-16,94.639999,94.879997,93.639999,93.639999,725400,93.639999
2016-08-15,95.239998,95.260002,94.529999,94.830002,505400,94.830002
2016-08-12,94.959999,94.959999,94.190002,94.919998,420800,94.919998
2016-08-11,95.339996,95.489998,95.050003,95.139999,460400,95.139999
2016-08-10,94.93,95.239998,94.489998,95.209999,457800,95.209999
2016-08-09,95.059998,95.419998,94.669998,94.860001,684700,94.860001
2016-08-08,95.25,95.470001,94.739998,95.010002,418100,95.010002
2016-08-05,95.080002,95.330002,94.809998,95.25,665300,95.25
2016-08-04,94.629997,95.209999,94.589996,94.82,648000,94.82
2016-08-03,94.459999,94.860001,94.099998,94.650002,882900,94.650002
2016-08-02,94.839996,94.980003,94.150002,94.459999,807500,94.459999
2016-08-01,94.440002,95.379997,94.440002,94.839996,1164300,94.839996
2016-07-29,94.089996,95.059998,93.389999,94.739998,1179700,94.739998
2016-07-28,90.370003,94.330002,90.099998,94.029999,1894600,94.029999
2016-07-27,87.720001,88.910004,87.169998,88.50,1160000,88.50
2016-07-26,86.660004,87.75,86.470001,87.720001,593100,87.720001
2016-07-25,87.040001,87.040001,86.32,86.629997,346900,86.629997
2016-07-22,86.849998,87.230003,86.040001,87.040001,651000,87.040001
2016-07-21,86.900002,87.239998,86.339996,86.730003,553200,86.730003
2016-07-20,86.779999,87.540001,86.589996,87.110001,464500,87.110001
2016-07-19,86.139999,86.519997,86.00,86.400002,416200,86.400002
2016-07-18,86.300003,86.989998,85.940002,86.480003,411200,86.480003
2016-07-15,86.940002,87.300003,86.349998,86.410004,627700,86.410004
2016-07-14,86.949997,86.970001,86.330002,86.550003,336300,86.550003
2016-07-13,86.769997,86.849998,86.199997,86.389999,322900,86.389999
2016-07-12,86.00,86.919998,85.779999,86.260002,785300,86.260002
2016-07-11,85.32,85.919998,85.080002,85.800003,498400,85.800003
2016-07-08,84.209999,85.089996,84.059998,84.989998,564700,84.989998
2016-07-07,82.739998,83.860001,82.730003,83.82,763000,83.82
2016-07-06,80.730003,82.940002,80.730003,82.739998,657100,82.739998
2016-07-05,82.400002,82.650002,81.599998,81.800003,660900,81.800003
2016-07-01,82.339996,82.879997,82.019997,82.599998,565700,82.599998
2016-06-30,80.730003,82.230003,80.489998,82.230003,868300,82.230003
2016-06-29,79.790001,80.730003,79.529999,80.610001,572000,80.610001
2016-06-28,78.449997,79.300003,78.43,79.209999,540800,79.209999
2016-06-27,79.419998,79.540001,77.639999,78.040001,1248300,78.040001
2016-06-24,82.330002,83.150002,80.059998,80.110001,1649400,80.110001
2016-06-23,83.900002,84.309998,83.660004,84.309998,769700,84.309998
2016-06-22,82.43,84.25,82.43,83.080002,1308700,83.080002
2016-06-21,82.120003,82.540001,82.010002,82.239998,669400,82.239998
2016-06-20,81.599998,82.230003,81.580002,81.68,693800,81.68
2016-06-17,81.599998,82.029999,80.720001,81.019997,1222100,81.019997
2016-06-16,82.349998,82.400002,81.129997,81.809998,970000,81.809998
2016-06-15,83.720001,83.93,82.559998,82.610001,523600,82.610001
2016-06-14,83.519997,83.57,82.970001,83.440002,386900,83.440002
2016-06-13,84.839996,85.330002,83.730003,83.790001,769600,83.790001
2016-06-10,85.07,85.400002,84.290001,85.300003,863000,85.300003
2016-06-09,85.489998,86.239998,84.790001,85.57,600400,85.57
2016-06-08,84.410004,85.580002,84.379997,85.519997,512200,85.519997
2016-06-07,83.410004,84.769997,83.410004,84.519997,645800,84.519997
2016-06-06,83.25,84.349998,83.239998,84.129997,595900,84.129997
