Date,Open,High,Low,Close,Volume,Adj Close
2016-10-03,423.029999,433.950012,422.540009,430.869995,889000,430.869995
2016-09-30,421.359985,428.899994,418.01001,423.50,980400,423.50
2016-09-29,418.00,425.50,415.420013,420.730011,895500,420.730011
2016-09-28,419.809998,421.329987,413.220001,418.309998,812900,418.309998
2016-09-27,419.50,422.50,415.429993,418.950012,637900,418.950012
2016-09-26,412.730011,422.600006,408.589996,419.880005,1046500,419.880005
2016-09-23,409.179993,417.73999,408.720001,413.809998,1023900,413.809998
2016-09-22,404.00,410.429993,403.059998,410.160004,921500,410.160004
2016-09-21,398.299988,403.48999,395.50,399.75,913500,399.75
2016-09-20,402.76001,404.910004,395.109985,400.420013,1439900,400.420013
2016-09-19,409.480011,410.660004,401.320007,402.76001,1138200,402.76001
2016-09-16,413.059998,414.890015,406.50,409.320007,1212700,409.320007
2016-09-15,414.899994,418.940002,411.579987,413.959991,1127000,413.959991
2016-09-14,423.660004,424.589996,412.109985,414.899994,850300,414.899994
2016-09-13,424.320007,425.130005,417.709991,421.359985,972600,421.359985
2016-09-12,423.390015,429.73999,422.98999,428.899994,737600,428.899994
2016-09-09,434.829987,436.26001,426.410004,426.549988,953800,426.549988
2016-09-08,437.549988,440.23999,434.76001,436.309998,1134200,436.309998
2016-09-07,431.230011,441.200012,430.00,438.450012,3216800,438.450012
2016-09-06,408.25,415.480011,406.019989,414.070007,958400,414.070007
2016-09-02,414.25,414.890015,408.049988,408.410004,1006000,408.410004
2016-09-01,415.809998,415.890015,410.640015,414.679993,789600,414.679993
2016-08-31,415.25,418.950012,412.00,413.730011,1130500,413.730011
2016-08-30,422.459991,423.480011,412.679993,415.149994,1182300,415.149994
2016-08-29,420.00,426.619995,419.200012,423.019989,1170000,423.019989
2016-08-26,413.440002,419.230011,412.019989,418.75,990500,418.75
2016-08-25,403.75,416.899994,402.48999,413.339996,1449000,413.339996
2016-08-24,397.00,405.50,396.859985,403.75,1063200,403.75
2016-08-23,396.019989,399.00,391.959991,397.00,786800,397.00
2016-08-22,389.00,397.25,388.529999,396.040009,1102000,396.040009
2016-08-19,393.76001,395.01001,387.01001,388.50,1323000,388.50
2016-08-18,396.970001,397.809998,392.570007,394.910004,1009300,394.910004
2016-08-17,401.00,401.880005,395.160004,399.179993,792000,399.179993
2016-08-16,398.470001,405.26001,396.50,400.859985,697900,400.859985
2016-08-15,397.329987,399.890015,394.399994,397.480011,703100,397.480011
2016-08-12,396.709991,399.00,395.619995,397.329987,792500,397.329987
2016-08-11,395.070007,399.160004,394.200012,398.220001,676900,398.220001
2016-08-10,395.00,397.320007,391.200012,395.070007,813800,395.070007
2016-08-09,401.170013,404.76001,394.359985,395.100006,630900,395.100006
2016-08-08,402.480011,404.26001,400.700012,401.399994,547100,401.399994
2016-08-05,399.450012,403.640015,398.269989,401.130005,808800,401.130005
2016-08-04,402.00,404.769989,394.339996,397.200012,872400,397.200012
2016-08-03,402.00,407.640015,400.00,402.559998,786000,402.559998
2016-08-02,412.700012,412.700012,401.200012,402.640015,1195500,402.640015
2016-08-01,423.600006,426.00,413.859985,414.079987,1004900,414.079987
2016-07-29,428.690002,430.529999,422.700012,423.98999,783700,423.98999
2016-07-28,425.559998,432.769989,421.269989,430.549988,844200,430.549988
2016-07-27,431.899994,434.709991,425.640015,426.059998,696200,426.059998
2016-07-26,431.950012,439.23999,429.850006,430.850006,1102600,430.850006
2016-07-25,443.00,443.50,435.00,441.519989,1481400,441.519989
2016-07-22,414.649994,444.130005,412.190002,442.480011,4167900,442.480011
2016-07-21,419.679993,420.160004,412.420013,418.070007,1547400,418.070007
2016-07-20,415.23999,420.619995,414.089996,419.679993,846900,419.679993
2016-07-19,413.910004,419.649994,413.00,415.309998,909600,415.309998
2016-07-18,404.920013,410.899994,402.26001,408.899994,750700,408.899994
2016-07-15,409.630005,411.940002,404.100006,404.859985,1579900,404.859985
2016-07-14,420.940002,422.179993,412.00,417.980011,1165700,417.980011
2016-07-13,411.399994,421.970001,411.01001,416.630005,1420800,416.630005
2016-07-12,405.380005,410.660004,401.130005,408.339996,709600,408.339996
2016-07-11,407.01001,413.00,402.089996,403.179993,1009500,403.179993
2016-07-08,393.00,404.089996,392.100006,399.709991,1070900,399.709991
2016-07-07,393.98999,395.559998,386.100006,390.779999,1747800,390.779999
2016-07-06,393.850006,402.059998,393.850006,401.049988,786200,401.049988
2016-07-05,395.00,399.299988,391.01001,396.380005,889100,396.380005
2016-07-01,400.00,405.290009,391.51001,393.910004,1223400,393.910004
2016-06-30,409.48999,409.869995,401.570007,402.76001,1073900,402.76001
2016-06-29,396.429993,410.339996,395.48999,409.48999,1016600,409.48999
2016-06-28,396.390015,397.440002,389.00,391.670013,722500,391.670013
2016-06-27,399.559998,400.220001,386.700012,388.779999,1170300,388.779999
2016-06-24,397.25,413.570007,396.75,400.730011,1701000,400.730011
2016-06-23,393.25,413.019989,393.200012,408.890015,1575600,408.890015
2016-06-22,391.00,396.880005,388.179993,392.98999,865000,392.98999
2016-06-21,399.369995,399.660004,387.890015,391.959991,1050000,391.959991
2016-06-20,399.790009,401.959991,396.690002,396.940002,936800,396.940002
2016-06-17,395.50,400.410004,393.00,397.269989,1275100,397.269989
2016-06-16,393.23999,396.670013,389.589996,393.549988,1072300,393.549988
2016-06-15,396.140015,402.350006,389.410004,390.309998,1201300,390.309998
2016-06-14,390.600006,395.869995,384.769989,395.269989,1633700,395.269989
2016-06-13,400.26001,405.399994,393.630005,394.00,1846300,394.00
2016-06-10,412.559998,413.869995,403.130005,405.26001,1562700,405.26001
2016-06-09,426.119995,427.200012,415.149994,415.790009,1198400,415.790009
2016-06-08,433.00,434.869995,423.00,429.200012,990200,429.200012
2016-06-07,446.559998,447.079987,432.519989,433.390015,944100,433.390015
2016-06-06,436.119995,446.649994,435.019989,445.269989,800700,445.269989
2016-06-03,440.369995,441.230011,433.640015,433.940002,874800,433.940002
2016-06-02,433.809998,444.540009,433.100006,443.48999,1019900,443.48999
2016-06-01,442.109985,443.559998,431.309998,432.589996,792600,432.589996
2016-05-31,445.00,446.929993,439.130005,441.959991,983900,441.959991
2016-05-27,452.50,453.529999,442.649994,445.410004,1013100,445.410004
2016-05-26,452.50,460.769989,451.51001,452.029999,744000,452.029999
2016-05-25,458.50,462.940002,455.619995,458.040009,693600,458.040009
2016-05-24,460.00,461.040009,453.390015,457.329987,651500,457.329987
2016-05-23,452.619995,467.00,451.070007,456.440002,1056200,456.440002
2016-05-20,448.899994,450.230011,439.809998,449.920013,1314200,449.920013
2016-05-19,447.179993,454.369995,447.179993,450.640015,606400,450.640015
2016-05-18,444.700012,450.299988,441.399994,448.609985,548400,448.609985
2016-05-17,445.029999,449.839996,444.26001,446.079987,735700,446.079987
2016-05-16,452.070007,452.709991,438.529999,444.559998,1493000,444.559998
2016-05-13,457.01001,464.899994,455.119995,458.350006,899400,458.350006
2016-05-12,457.079987,461.299988,456.350006,457.01001,1092900,457.01001
2016-05-11,455.970001,459.299988,450.269989,454.00,1046000,454.00
2016-05-10,456.630005,456.769989,449.01001,455.589996,781100,455.589996
2016-05-09,435.049988,456.880005,435.049988,453.170013,1420900,453.170013
2016-05-06,434.00,435.329987,426.029999,433.809998,734500,433.809998
2016-05-05,433.829987,438.26001,430.75,435.00,609900,435.00
2016-05-04,437.059998,438.700012,432.100006,433.299988,672700,433.299988
2016-05-03,433.600006,447.459991,433.279999,437.950012,1290400,437.950012
2016-05-02,422.00,434.149994,420.329987,433.50,965500,433.50
2016-04-29,422.890015,424.73999,417.75,420.970001,963100,420.970001
2016-04-28,417.829987,431.420013,417.380005,423.399994,1429100,423.399994
2016-04-27,425.00,430.00,415.00,417.220001,3884600,417.220001
2016-04-26,445.00,447.269989,438.720001,445.920013,1719100,445.920013
2016-04-25,442.700012,444.950012,438.00,443.100006,977200,443.100006
2016-04-22,452.149994,453.98999,438.26001,442.730011,921800,442.730011
2016-04-21,461.00,462.799988,447.589996,448.140015,740200,448.140015
2016-04-20,457.109985,462.98999,454.00,458.00,483100,458.00
2016-04-19,462.01001,465.00,452.50,455.179993,648800,455.179993
